sample_id,label,pred,confidence,E_drift,drift_type,severity,struct_drift,w_1,w_2,w_3,w_4,view_mask_1,view_mask_2,view_mask_3,view_mask_4
21,1,1,0.999996542930603,1.9740813513635658e-05,normal,0.0,0.0,0.33200767636299133,0.3171531558036804,0.35083916783332825,0.0,1,1,1,0
22,1,1,0.9999990463256836,5.022894583817106e-06,normal,0.0,0.0,9.99999993922529e-09,0.9320148825645447,0.06798514723777771,0.0,1,1,1,0
23,1,1,0.9999145269393921,0.0003387685283087194,normal,0.0,0.0,0.995512068271637,0.002453732769936323,0.0020341849885880947,0.0,1,1,1,0
24,1,1,0.9999997615814209,1.7712429780658567e-06,normal,0.0,0.0,0.06595399230718613,0.6139829158782959,0.320063054561615,0.0,1,1,1,0
25,1,1,0.9999984502792358,9.13521580514498e-06,normal,0.0,0.0,0.009820069186389446,0.0053458078764379025,0.9848341345787048,0.0,1,1,1,0
26,1,1,0.9999991655349731,5.44317936146399e-06,normal,0.0,0.0,0.007344135083258152,0.9294249415397644,0.06323090940713882,0.0,1,1,1,0
27,1,1,0.9999978542327881,1.2512864486780018e-05,normal,0.0,0.0,0.9946756362915039,0.001684096991084516,0.0036402347031980753,0.0,1,1,1,0
28,2,1,0.9968463778495789,0.008360670879483223,normal,0.0,0.0,0.4039643108844757,0.001974418293684721,0.5940613150596619,0.0,1,1,1,0
29,3,9,0.35168108344078064,0.4521981477737427,normal,0.0,0.0,0.3790258467197418,0.40159422159194946,0.21937987208366394,0.0,1,1,1,0
30,1,1,0.999995231628418,2.6511957912589423e-05,normal,0.0,0.0,0.2911265790462494,0.05029160529375076,0.6585817933082581,0.0,1,1,1,0
31,1,1,0.9999967813491821,1.7574921002960764e-05,normal,0.0,0.0,0.0008731467532925308,0.9779741168022156,0.02115272544324398,0.0,1,1,1,0
32,1,1,0.9999986886978149,8.099957085505594e-06,normal,0.0,0.0,0.6145251989364624,0.11412535607814789,0.2713494598865509,0.0,1,1,1,0
33,1,1,0.9999991655349731,4.799493126483867e-06,normal,0.0,0.0,0.9964994192123413,9.99999993922529e-09,0.0035006278194487095,0.0,1,1,1,0
34,1,1,0.9999858140945435,6.783515709685162e-05,normal,0.0,0.0,0.020143961533904076,0.8785601258277893,0.10129589587450027,0.0,1,1,1,0
35,1,1,0.9999982118606567,1.0758401913335547e-05,normal,0.0,0.0,0.1265406459569931,0.4605688750743866,0.4128904640674591,0.0,1,1,1,0
36,1,1,0.9969653487205505,0.008047946728765965,normal,0.0,0.0,0.0033214774448424578,0.996621310710907,5.718392276321538e-05,0.0,1,1,1,0
37,1,1,0.999998927116394,6.19466891293996e-06,normal,0.0,0.0,9.99999993922529e-09,0.7782606482505798,0.2217392772436142,0.0,1,1,1,0
38,1,1,0.9999986886978149,7.0988439802022185e-06,normal,0.0,0.0,0.08501037210226059,0.9120811223983765,0.0029085283167660236,0.0,1,1,1,0
39,1,1,0.9999966621398926,1.864820296759717e-05,normal,0.0,0.0,0.35995906591415405,0.43423935770988464,0.2058015912771225,0.0,1,1,1,0
40,1,1,0.9999994039535522,3.769114982787869e-06,normal,0.0,0.0,9.99999993922529e-09,0.8349113464355469,0.16508865356445312,0.0,1,1,1,0
41,1,1,0.9999762773513794,0.00011488459858810529,normal,0.0,0.0,0.02601449191570282,0.7725811004638672,0.20140445232391357,0.0,1,1,1,0
42,1,1,0.9999958276748657,2.252143713121768e-05,normal,0.0,0.0,0.08513422310352325,0.701075553894043,0.213790163397789,0.0,1,1,1,0
43,1,1,0.9879591464996338,0.024803388863801956,normal,0.0,0.0,0.005508438218384981,0.7307232618331909,0.2637682259082794,0.0,1,1,1,0
44,1,1,0.9999994039535522,4.196764621156035e-06,normal,0.0,0.0,0.11833354830741882,0.7360267043113708,0.14563967287540436,0.0,1,1,1,0
45,1,1,0.999997615814209,1.3743266208621208e-05,normal,0.0,0.0,0.03565271571278572,0.8918306827545166,0.07251662015914917,0.0,1,1,1,0
46,1,1,0.9999985694885254,8.633331162855029e-06,normal,0.0,0.0,0.12285395711660385,0.2212325930595398,0.6559134721755981,0.0,1,1,1,0
47,1,1,0.9999858140945435,7.016405288595706e-05,normal,0.0,0.0,0.4081130623817444,0.5525164604187012,0.03937043622136116,0.0,1,1,1,0
48,1,1,0.9999983310699463,9.99422263703309e-06,normal,0.0,0.0,0.4205799698829651,0.10901403427124023,0.4704059958457947,0.0,1,1,1,0
49,1,1,0.9999587535858154,0.00018614073633216321,normal,0.0,0.0,0.8096954822540283,0.06403250247240067,0.1262720227241516,0.0,1,1,1,0
50,1,1,0.9999969005584717,1.7039912563632242e-05,normal,0.0,0.0,0.07460250705480576,0.8068435192108154,0.1185540184378624,0.0,1,1,1,0
51,1,1,0.9999988079071045,7.173472113208845e-06,normal,0.0,0.0,0.36684566736221313,0.26335418224334717,0.3698001503944397,0.0,1,1,1,0
52,6,1,0.9999990463256836,5.482162578118732e-06,normal,0.0,0.0,0.09367351979017258,0.20682357251644135,0.6995028853416443,0.0,1,1,1,0
53,3,3,0.9992091059684753,0.0025431308895349503,normal,0.0,0.0,0.013876989483833313,0.06812097132205963,0.9180020689964294,0.0,1,1,1,0
54,1,1,0.9999961853027344,2.1406080122687854e-05,normal,0.0,0.0,0.8776443004608154,0.03276320919394493,0.08959248661994934,0.0,1,1,1,0
55,1,1,0.9999983310699463,9.774086720426567e-06,normal,0.0,0.0,0.16461150348186493,0.7067553997039795,0.12863311171531677,0.0,1,1,1,0
56,1,1,0.9999995231628418,3.3180549507960677e-06,normal,0.0,0.0,0.05518165975809097,0.6294646263122559,0.31535378098487854,0.0,1,1,1,0
57,1,1,0.9960280656814575,0.010522727854549885,normal,0.0,0.0,0.6485816240310669,0.1351688653230667,0.21624943614006042,0.0,1,1,1,0
58,1,1,0.9999938011169434,3.335166911710985e-05,normal,0.0,0.0,0.20566324889659882,0.39606329798698425,0.3982734978199005,0.0,1,1,1,0
59,1,1,0.9999992847442627,4.80556354887085e-06,normal,0.0,0.0,0.517019510269165,0.2451334446668625,0.2378470003604889,0.0,1,1,1,0
60,1,1,0.9999984502792358,9.146617230726406e-06,normal,0.0,0.0,0.19656376540660858,0.23291775584220886,0.570518434047699,0.0,1,1,1,0
61,1,1,0.9999947547912598,2.824776129273232e-05,normal,0.0,0.0,0.39536765217781067,0.5750983953475952,0.029533956199884415,0.0,1,1,1,0
62,1,1,0.9999916553497314,4.4143660488771275e-05,normal,0.0,0.0,0.07036592811346054,0.23190894722938538,0.6977250576019287,0.0,1,1,1,0
63,1,1,0.988707423210144,0.024072499945759773,normal,0.0,0.0,0.006248198915272951,0.6492152810096741,0.3445364832878113,0.0,1,1,1,0
64,1,1,0.9999988079071045,7.143285529309651e-06,normal,0.0,0.0,0.008878323249518871,0.05787571892142296,0.9332460165023804,0.0,1,1,1,0
65,13,13,0.9992173910140991,0.0024010073393583298,normal,0.0,0.0,0.9858294725418091,0.00793597660958767,0.006234528496861458,0.0,1,1,1,0
66,1,1,0.9999901056289673,4.901474676444195e-05,normal,0.0,0.0,0.21133463084697723,0.5330324769020081,0.25563281774520874,0.0,1,1,1,0
67,1,1,0.9999978542327881,1.3401656360656489e-05,normal,0.0,0.0,0.16026821732521057,0.4901997745037079,0.34953203797340393,0.0,1,1,1,0
68,1,1,0.9999995231628418,3.376522727194242e-06,normal,0.0,0.0,0.7296147346496582,0.16981959342956543,0.10056574642658234,0.0,1,1,1,0
69,1,1,0.9999990463256836,5.989219062030315e-06,normal,0.0,0.0,0.5146415829658508,0.32735109329223633,0.15800733864307404,0.0,1,1,1,0
70,1,1,0.9999992847442627,4.32049546361668e-06,normal,0.0,0.0,0.742655873298645,0.2119099646806717,0.045434173196554184,0.0,1,1,1,0
71,1,1,0.9999991655349731,5.746606802858878e-06,normal,0.0,0.0,0.09289871901273727,0.7334939241409302,0.17360737919807434,0.0,1,1,1,0
72,1,1,0.9999992847442627,4.51905316367629e-06,normal,0.0,0.0,0.6130416989326477,0.30936890840530396,0.07758940011262894,0.0,1,1,1,0
73,1,1,0.999998927116394,6.509028025902808e-06,normal,0.0,0.0,0.20049311220645905,0.31477755308151245,0.4847293496131897,0.0,1,1,1,0
74,1,1,0.9999836683273315,7.980472582858056e-05,normal,0.0,0.0,0.002992540830746293,0.9482388496398926,0.04876863211393356,0.0,1,1,1,0
75,2,1,0.9990583062171936,0.003004182828590274,normal,0.0,0.0,0.9866618514060974,0.0022769744973629713,0.011061131954193115,0.0,1,1,1,0
76,1,1,0.9999978542327881,1.2051481462549418e-05,normal,0.0,0.0,0.017365284264087677,0.031055660918354988,0.9515790343284607,0.0,1,1,1,0
77,1,1,0.9962702989578247,0.009118235670030117,normal,0.0,0.0,0.059366051107645035,0.879890501499176,0.06074342131614685,0.0,1,1,1,0
78,1,1,0.9999990463256836,5.6881831369537394e-06,normal,0.0,0.0,0.11066166311502457,0.7772715091705322,0.1120668277144432,0.0,1,1,1,0
79,1,1,0.9984196424484253,0.005247099325060844,normal,0.0,0.0,0.0015964817721396685,0.00027642675559036434,0.9981271028518677,0.0,1,1,1,0
80,1,1,0.9999990463256836,6.378552825481165e-06,normal,0.0,0.0,0.6513651609420776,0.24883614480495453,0.09979874640703201,0.0,1,1,1,0
81,1,1,0.9999984502792358,8.832450475892983e-06,normal,0.0,0.0,0.12644478678703308,0.11163641512393951,0.7619187831878662,0.0,1,1,1,0
82,2,1,0.7115770578384399,0.31999462842941284,normal,0.0,0.0,0.5391480922698975,0.22335076332092285,0.23750117421150208,0.0,1,1,1,0
83,1,1,0.9999790191650391,9.536038123769686e-05,normal,0.0,0.0,0.004688824061304331,0.8323183059692383,0.16299287974834442,0.0,1,1,1,0
84,1,1,0.9999977350234985,1.2842594514950179e-05,normal,0.0,0.0,0.03980667144060135,0.8701059222221375,0.09008744359016418,0.0,1,1,1,0
85,1,1,0.9999982118606567,1.0278998161084019e-05,normal,0.0,0.0,0.24583569169044495,0.5457720756530762,0.2083921879529953,0.0,1,1,1,0
86,2,1,0.9999347925186157,0.0002885181165765971,normal,0.0,0.0,0.9767745137214661,0.0027228037361055613,0.02050269953906536,0.0,1,1,1,0
87,1,1,0.9999986886978149,8.722148777451366e-06,normal,0.0,0.0,0.4259357154369354,0.22469687461853027,0.3493674397468567,0.0,1,1,1,0
88,1,1,0.9999983310699463,9.594200491847005e-06,normal,0.0,0.0,0.012313930317759514,0.9662051796913147,0.02148093841969967,0.0,1,1,1,0
89,1,1,0.9999994039535522,3.2957182156678755e-06,normal,0.0,0.0,0.9497401714324951,0.05025985464453697,9.99999993922529e-09,0.0,1,1,1,0
90,1,1,0.9999947547912598,2.75833263003733e-05,normal,0.0,0.0,0.612773597240448,0.03150639683008194,0.35571998357772827,0.0,1,1,1,0
91,1,1,0.9999992847442627,4.543545855995035e-06,normal,0.0,0.0,0.13194316625595093,0.743975043296814,0.12408186495304108,0.0,1,1,1,0
92,1,1,0.9999994039535522,3.897823717124993e-06,normal,0.0,0.0,0.8080745339393616,0.13655231893062592,0.05537315458059311,0.0,1,1,1,0
93,1,1,0.9999979734420776,1.1755419109249488e-05,normal,0.0,0.0,0.03565721958875656,0.051866818219423294,0.9124759435653687,0.0,1,1,1,0
94,2,1,0.996654748916626,0.008425825275480747,normal,0.0,0.0,0.9948787093162537,0.0005840629455633461,0.004537270870059729,0.0,1,1,1,0
95,1,1,0.9999982118606567,1.0540014045545831e-05,normal,0.0,0.0,0.043323613703250885,0.5200545191764832,0.43662190437316895,0.0,1,1,1,0
96,1,1,0.9979912042617798,0.00600309856235981,normal,0.0,0.0,0.04679824039340019,0.8311684727668762,0.1220332458615303,0.0,1,1,1,0
97,1,1,0.9999969005584717,1.8041821022052318e-05,normal,0.0,0.0,0.37132811546325684,0.3173464238643646,0.3113254904747009,0.0,1,1,1,0
98,1,1,0.9999665021896362,0.0001597116352058947,normal,0.0,0.0,0.07694819569587708,0.44667869806289673,0.4763731062412262,0.0,1,1,1,0
99,1,1,0.9999994039535522,4.051139967486961e-06,normal,0.0,0.0,0.43593356013298035,0.26614391803741455,0.2979225218296051,0.0,1,1,1,0
100,1,1,0.9999992847442627,4.260838977643289e-06,normal,0.0,0.0,0.05071580782532692,0.896841287612915,0.052442923188209534,0.0,1,1,1,0
101,2,1,0.9971666932106018,0.008780138567090034,normal,0.0,0.0,0.3708120882511139,0.5143811106681824,0.11480681598186493,0.0,1,1,1,0
102,1,1,0.9999986886978149,8.352615623152815e-06,normal,0.0,0.0,0.137063667178154,0.6829145550727844,0.18002183735370636,0.0,1,1,1,0
103,1,1,0.9999997615814209,2.2738886400475167e-06,normal,0.0,0.0,0.5237950086593628,0.1793384701013565,0.2968665659427643,0.0,1,1,1,0
104,1,1,0.9999991655349731,4.995504696125863e-06,normal,0.0,0.0,0.10410111397504807,0.8958989381790161,9.99999993922529e-09,0.0,1,1,1,0
105,8,1,0.5243123173713684,0.2612174451351166,normal,0.0,0.0,0.38623663783073425,0.0155899403616786,0.5981734395027161,0.0,1,1,1,0
106,1,1,0.9999977350234985,1.2843699551012833e-05,normal,0.0,0.0,0.0958099439740181,0.535854697227478,0.36833539605140686,0.0,1,1,1,0
107,1,1,0.9999995231628418,3.4082293041137746e-06,normal,0.0,0.0,0.23813004791736603,0.7543242573738098,0.007545667700469494,0.0,1,1,1,0
108,1,1,0.9999994039535522,3.709460315803881e-06,normal,0.0,0.0,0.7004586458206177,9.99999993922529e-09,0.2995414137840271,0.0,1,1,1,0
109,1,1,0.9999992847442627,3.957723038183758e-06,normal,0.0,0.0,0.4519510567188263,0.5480489134788513,9.99999993922529e-09,0.0,1,1,1,0
110,1,1,0.9999905824661255,4.908482878818177e-05,normal,0.0,0.0,0.1932440847158432,0.5642631649971008,0.24249278008937836,0.0,1,1,1,0
111,1,1,0.9999995231628418,2.6512609565543244e-06,normal,0.0,0.0,9.99999993922529e-09,9.99999993922529e-09,1.0,0.0,1,1,1,0
112,1,1,0.999998927116394,6.13029351370642e-06,normal,0.0,0.0,9.99999993922529e-09,9.99999993922529e-09,1.0,0.0,1,1,1,0
113,1,1,0.999998927116394,6.657154244749108e-06,normal,0.0,0.0,0.3976462483406067,0.04007013887166977,0.5622836351394653,0.0,1,1,1,0
114,1,1,0.9999984502792358,9.484092515776865e-06,normal,0.0,0.0,0.20156610012054443,0.5379191637039185,0.2605147957801819,0.0,1,1,1,0
115,1,1,0.9999996423721313,2.292516455781879e-06,normal,0.0,0.0,1.0,9.99999993922529e-09,9.99999993922529e-09,0.0,1,1,1,0
116,1,1,0.9999995231628418,3.7372954011516413e-06,normal,0.0,0.0,0.6097801923751831,0.0340890996158123,0.3561307191848755,0.0,1,1,1,0
117,1,1,0.999998927116394,5.946410965407267e-06,normal,0.0,0.0,0.3465268909931183,9.99999993922529e-09,0.6534730792045593,0.0,1,1,1,0
118,1,1,0.9999988079071045,7.726227522653062e-06,normal,0.0,0.0,0.06888695061206818,0.12877678871154785,0.8023363351821899,0.0,1,1,1,0
119,1,1,0.9999946355819702,2.890953874157276e-05,normal,0.0,0.0,0.005797262769192457,0.9537937045097351,0.04040908440947533,0.0,1,1,1,0
120,8,1,0.851273238658905,0.16322527825832367,normal,0.0,0.0,0.833893358707428,0.020964574068784714,0.1451420783996582,0.0,1,1,1,0
121,1,1,0.7258450984954834,0.21616439521312714,normal,0.0,0.0,0.030408643186092377,0.7678544521331787,0.20173697173595428,0.0,1,1,1,0
122,1,1,0.9997971653938293,0.0008289588149636984,normal,0.0,0.0,0.09990902245044708,0.49282726645469666,0.4072636365890503,0.0,1,1,1,0
123,1,1,0.999997615814209,1.3941915312898345e-05,normal,0.0,0.0,0.04389823228120804,0.2511836588382721,0.7049180865287781,0.0,1,1,1,0
124,1,1,0.9999994039535522,3.926901626982726e-06,normal,0.0,0.0,9.99999993922529e-09,0.704062283039093,0.29593777656555176,0.0,1,1,1,0
125,1,1,0.998968243598938,0.0033497328404337168,normal,0.0,0.0,0.012098254635930061,0.9847638607025146,0.003137851832434535,0.0,1,1,1,0
126,1,1,0.999996542930603,1.9452065316727385e-05,normal,0.0,0.0,0.5009998679161072,0.25193294882774353,0.24706719815731049,0.0,1,1,1,0
127,1,1,0.9999971389770508,1.5764579075039364e-05,normal,0.0,0.0,0.13022518157958984,0.761883556842804,0.10789118707180023,0.0,1,1,1,0
128,1,1,0.9999988079071045,7.306925454031443e-06,normal,0.0,0.0,0.009474643506109715,0.9029813408851624,0.08754400163888931,0.0,1,1,1,0
129,2,2,0.778658390045166,0.2218712717294693,normal,0.0,0.0,0.11245863139629364,0.8575074672698975,0.030033916234970093,0.0,1,1,1,0
130,1,1,0.9999932050704956,3.6131241358816624e-05,normal,0.0,0.0,0.002711744047701359,0.9861522912979126,0.011135932989418507,0.0,1,1,1,0
131,1,1,0.999995231628418,2.6522424377617426e-05,normal,0.0,0.0,0.3663412034511566,0.36958253383636475,0.2640763223171234,0.0,1,1,1,0
132,1,1,0.999958872795105,0.00018553590052761137,normal,0.0,0.0,0.006093089003115892,0.0019948745612055063,0.9919120073318481,0.0,1,1,1,0
133,1,1,0.9990599751472473,0.0028941670898348093,normal,0.0,0.0,0.03533476963639259,0.7459191679954529,0.2187460958957672,0.0,1,1,1,0
134,1,1,0.9999948740005493,2.7772372050094418e-05,normal,0.0,0.0,0.9764036536216736,0.004367417190223932,0.01922883465886116,0.0,1,1,1,0
135,1,1,0.9999986886978149,8.061113476287574e-06,normal,0.0,0.0,0.22681032121181488,0.21898634731769562,0.5542033314704895,0.0,1,1,1,0
136,1,1,0.9999991655349731,5.183393113838974e-06,normal,0.0,0.0,0.0830865278840065,0.6724201440811157,0.244493305683136,0.0,1,1,1,0
137,1,1,0.9999970197677612,1.6254247384495102e-05,normal,0.0,0.0,0.056457869708538055,0.9340080618858337,0.009534081444144249,0.0,1,1,1,0
138,1,1,0.999998927116394,6.60888781567337e-06,normal,0.0,0.0,0.23403485119342804,0.5004218220710754,0.2655433416366577,0.0,1,1,1,0
139,1,1,0.9999985694885254,8.518590220774058e-06,normal,0.0,0.0,0.12900961935520172,0.4938648045063019,0.3771255314350128,0.0,1,1,1,0
140,1,1,0.9999991655349731,5.068432528787525e-06,normal,0.0,0.0,0.1314394772052765,0.8491877317428589,0.019372764974832535,0.0,1,1,1,0
141,1,1,0.9999983310699463,8.869476914696861e-06,normal,0.0,0.0,0.005780461244285107,0.9332625269889832,0.06095699220895767,0.0,1,1,1,0
142,8,2,0.6765212416648865,0.2565774619579315,normal,0.0,0.0,0.7394521832466125,0.2505534291267395,0.009994370862841606,0.0,1,1,1,0
143,1,1,0.9999867677688599,6.361179839586839e-05,normal,0.0,0.0,0.8414278626441956,0.11613302677869797,0.042439088225364685,0.0,1,1,1,0
144,1,1,0.9999994039535522,4.028248895338038e-06,normal,0.0,0.0,0.05438072606921196,0.36504387855529785,0.5805754065513611,0.0,1,1,1,0
145,1,1,0.9999325275421143,0.00027057548868469894,normal,0.0,0.0,0.7306148409843445,0.24247784912586212,0.026907267048954964,0.0,1,1,1,0
146,8,4,0.6121422052383423,0.3444748520851135,normal,0.0,0.0,0.5305333137512207,0.2612380385398865,0.20822864770889282,0.0,1,1,1,0
147,1,1,0.9999992847442627,4.182449174550129e-06,normal,0.0,0.0,0.593680202960968,0.40631982684135437,9.99999993922529e-09,0.0,1,1,1,0
148,1,1,0.999988317489624,5.800096914754249e-05,normal,0.0,0.0,0.02482866682112217,0.0396161749958992,0.9355551600456238,0.0,1,1,1,0
149,1,1,0.9999402761459351,0.0002510735357645899,normal,0.0,0.0,0.5319030284881592,0.35003921389579773,0.1180577203631401,0.0,1,1,1,0
150,1,1,0.9999949932098389,2.8033984563080594e-05,normal,0.0,0.0,0.014980225823819637,0.0063720825128257275,0.9786476492881775,0.0,1,1,1,0
151,1,1,0.9999992847442627,5.2546033657563385e-06,normal,0.0,0.0,0.30621203780174255,0.41699111461639404,0.2767968773841858,0.0,1,1,1,0
152,1,1,0.99998939037323,5.421419700724073e-05,normal,0.0,0.0,0.19891121983528137,0.6863293647766113,0.11475944519042969,0.0,1,1,1,0
153,1,1,0.9999986886978149,7.662130883545615e-06,normal,0.0,0.0,0.20636709034442902,0.4017312526702881,0.3919017016887665,0.0,1,1,1,0
154,1,1,0.9999970197677612,1.7079053577617742e-05,normal,0.0,0.0,0.02429233491420746,0.844551146030426,0.13115650415420532,0.0,1,1,1,0
155,1,1,0.9999982118606567,1.0452097740198951e-05,normal,0.0,0.0,0.28320762515068054,0.2652733325958252,0.4515189826488495,0.0,1,1,1,0
156,1,1,0.9999992847442627,4.63653805127251e-06,normal,0.0,0.0,0.322195440530777,0.16680535674095154,0.5109992027282715,0.0,1,1,1,0
157,1,1,0.9999938011169434,3.3923101000254974e-05,normal,0.0,0.0,0.4712055027484894,0.31712713837623596,0.21166735887527466,0.0,1,1,1,0
158,1,1,0.9999589920043945,0.00018060502770822495,normal,0.0,0.0,0.22827185690402985,0.5616142749786377,0.21011386811733246,0.0,1,1,1,0
159,1,1,0.9999954700469971,2.5417930373805575e-05,normal,0.0,0.0,0.9414151906967163,0.030232062563300133,0.028352757915854454,0.0,1,1,1,0
160,2,1,0.9974965453147888,0.0065382919274270535,normal,0.0,0.0,0.014222178608179092,0.9400618076324463,0.04571600630879402,0.0,1,1,1,0
161,1,1,0.9997448325157166,0.0009197466424666345,normal,0.0,0.0,0.11365887522697449,0.08632338792085648,0.800017774105072,0.0,1,1,1,0
162,1,1,0.9999951124191284,2.6226291083730757e-05,normal,0.0,0.0,0.1466684490442276,0.6888299584388733,0.16450153291225433,0.0,1,1,1,0
163,1,1,0.9999990463256836,5.950585091341054e-06,normal,0.0,0.0,0.016575589776039124,0.9175760746002197,0.06584823876619339,0.0,1,1,1,0
164,1,1,0.9999980926513672,1.129754036810482e-05,normal,0.0,0.0,0.03506919741630554,0.8407220840454102,0.12420870363712311,0.0,1,1,1,0
165,1,1,0.9999990463256836,5.684743427991634e-06,normal,0.0,0.0,0.010716128163039684,0.8092474341392517,0.1800365000963211,0.0,1,1,1,0
166,1,1,0.9999982118606567,1.0750676665338688e-05,normal,0.0,0.0,0.016529928892850876,0.9438486099243164,0.039621446281671524,0.0,1,1,1,0
167,1,1,0.9999966621398926,1.894080196507275e-05,normal,0.0,0.0,0.11807357519865036,0.4481154978275299,0.433810830116272,0.0,1,1,1,0
168,1,1,0.9999985694885254,8.466205144941341e-06,normal,0.0,0.0,0.07113010436296463,0.36043649911880493,0.568433403968811,0.0,1,1,1,0
169,1,1,0.9999992847442627,4.338159214967163e-06,normal,0.0,0.0,0.051409415900707245,0.5254035592079163,0.4231869876384735,0.0,1,1,1,0
170,8,1,0.997536301612854,0.006677325814962387,normal,0.0,0.0,0.8856346607208252,0.003558686003088951,0.11080674082040787,0.0,1,1,1,0
171,1,1,0.9999980926513672,1.1168440323672257e-05,normal,0.0,0.0,0.3443153202533722,0.39698728919029236,0.25869742035865784,0.0,1,1,1,0
172,1,1,0.9999960660934448,2.1908153939875774e-05,normal,0.0,0.0,0.04751108959317207,0.8814628720283508,0.07102606445550919,0.0,1,1,1,0
173,1,1,0.9999991655349731,5.374537977331784e-06,normal,0.0,0.0,0.2896176278591156,0.23607027530670166,0.47431206703186035,0.0,1,1,1,0
174,1,1,0.9999619722366333,0.00017355295130982995,normal,0.0,0.0,0.17889399826526642,0.3732815086841583,0.44782453775405884,0.0,1,1,1,0
175,1,1,0.9999926090240479,3.9590817323187366e-05,normal,0.0,0.0,0.038086652755737305,0.5171836018562317,0.4447298049926758,0.0,1,1,1,0
176,1,1,0.9999994039535522,3.678502025650232e-06,normal,0.0,0.0,0.3560410439968109,0.5048956274986267,0.1390632539987564,0.0,1,1,1,0
177,1,1,0.9999693632125854,0.0001437303435523063,normal,0.0,0.0,0.7235443592071533,0.2069992870092392,0.06945633888244629,0.0,1,1,1,0
178,1,1,0.9999958276748657,2.3405593310599215e-05,normal,0.0,0.0,0.31889253854751587,0.2312164604663849,0.44989097118377686,0.0,1,1,1,0
179,13,13,0.999984860420227,7.278461271198466e-05,normal,0.0,0.0,0.13702403008937836,0.7791639566421509,0.08381201326847076,0.0,1,1,1,0
180,1,1,0.9999988079071045,7.012714831944322e-06,normal,0.0,0.0,0.022425426170229912,0.0009099321905523539,0.976664662361145,0.0,1,1,1,0
181,1,1,0.9999969005584717,1.772354335116688e-05,normal,0.0,0.0,0.7257201075553894,0.10361553728580475,0.170664444565773,0.0,1,1,1,0
