sample_id,label,pred,confidence,E_drift,drift_type,severity,struct_drift,w_1,w_2,w_3,w_4
53,0,0,0.999993085861206,2.862616747734137e-05,normal,0.0,0.0,0.1586628407239914,0.659380316734314,0.08535410463809967,0.09660268574953079
54,0,0,0.999997615814209,1.0173367627430707e-05,normal,0.0,0.0,0.2643933892250061,0.25111332535743713,0.20382925868034363,0.28066402673721313
55,0,0,0.9999963045120239,1.6334224710590206e-05,normal,0.0,0.0,0.13917891681194305,0.42006173729896545,0.09077224880456924,0.3499871790409088
56,0,0,0.9999687671661377,0.00011449931480456144,normal,0.0,0.0,0.3265085816383362,0.2944224178791046,0.28393569588661194,0.09513327479362488
57,0,0,0.9999977350234985,9.489549483987503e-06,normal,0.0,0.0,9.99999993922529e-09,0.8044320344924927,0.12235518544912338,0.07321271300315857
58,0,0,0.9999974966049194,1.11208055386669e-05,normal,0.0,0.0,0.23310355842113495,0.5205813050270081,0.12218105792999268,0.1241341382265091
59,0,0,0.9999964237213135,1.5472045561182313e-05,normal,0.0,0.0,0.2724388837814331,0.052321065217256546,0.5756725668907166,0.0995674654841423
60,0,0,0.9999961853027344,1.650901322136633e-05,normal,0.0,0.0,0.11071867495775223,0.28245383501052856,0.4267505705356598,0.1800769567489624
61,0,0,0.9999970197677612,1.2722807696263772e-05,normal,0.0,0.0,0.10204922407865524,0.7804183959960938,0.08713440597057343,0.03039800375699997
62,0,0,0.9999973773956299,1.1172348422405776e-05,normal,0.0,0.0,9.99999993922529e-09,0.41517913341522217,0.28284168243408203,0.3019791841506958
63,0,0,0.9999969005584717,1.3370013220992405e-05,normal,0.0,0.0,0.19183838367462158,0.24281878769397736,0.25736621022224426,0.3079766035079956
64,0,0,0.9999980926513672,8.930951480579097e-06,normal,0.0,0.0,0.08607174456119537,0.19987201690673828,0.3932744860649109,0.32078176736831665
65,0,0,0.9999971389770508,1.2152828276157379e-05,normal,0.0,0.0,0.29462942481040955,0.09766998887062073,0.4005544185638428,0.2071460634469986
66,0,0,0.9999978542327881,9.238779966835864e-06,normal,0.0,0.0,0.36784547567367554,0.12674686312675476,0.5054076910018921,9.99999993922529e-09
67,0,0,0.9999963045120239,1.5281435480574146e-05,normal,0.0,0.0,0.0048197186551988125,0.3108729124069214,0.46216028928756714,0.22214707732200623
68,0,0,0.999996542930603,1.555388735141605e-05,normal,0.0,0.0,0.14299562573432922,0.5166478157043457,0.16841833293437958,0.17193827033042908
69,0,0,0.9999980926513672,8.875316780176945e-06,normal,0.0,0.0,0.20134791731834412,0.3074667751789093,0.22076678276062012,0.27041858434677124
70,0,0,0.9999951124191284,2.0628465790650807e-05,normal,0.0,0.0,0.2398214340209961,0.07001412659883499,0.19444531202316284,0.49571913480758667
71,0,0,0.9999914169311523,3.453130921116099e-05,normal,0.0,0.0,0.09302273392677307,0.22381870448589325,0.587267279624939,0.09589128941297531
72,0,0,0.9999963045120239,1.5476622138521634e-05,normal,0.0,0.0,0.12943729758262634,0.506748378276825,0.2952173054218292,0.06859700381755829
73,0,0,0.9999948740005493,2.1646939785568975e-05,normal,0.0,0.0,0.0878869965672493,0.14775563776493073,0.16919216513633728,0.5951652526855469
74,0,0,0.9999977350234985,9.808596587390639e-06,normal,0.0,0.0,0.4520255923271179,9.99999993922529e-09,0.19946004450321198,0.3485143184661865
75,0,0,0.9999978542327881,9.63099955697544e-06,normal,0.0,0.0,0.35104942321777344,0.21753378212451935,0.18945880234241486,0.24195800721645355
76,0,0,0.9999973773956299,1.1335810995660722e-05,normal,0.0,0.0,0.10769911855459213,0.08124425262212753,0.5536956191062927,0.2573610246181488
77,0,0,0.9999980926513672,8.634502592030913e-06,normal,0.0,0.0,0.159988135099411,0.2485603392124176,0.31307122111320496,0.2783803939819336
78,0,0,0.9999978542327881,9.62523881753441e-06,normal,0.0,0.0,0.3522789478302002,0.2174292355775833,0.18943651020526886,0.24085533618927002
79,0,0,0.9999957084655762,1.853931462392211e-05,normal,0.0,0.0,0.05983705073595047,0.03713472932577133,0.023997988551855087,0.879030168056488
80,0,0,0.9999978542327881,9.4061870186124e-06,normal,0.0,0.0,0.286996066570282,0.3967089354991913,9.99999993922529e-09,0.31629499793052673
81,0,0,0.9999969005584717,1.3398739611147903e-05,normal,0.0,0.0,0.17489412426948547,0.21378140151500702,0.2245461791753769,0.3867783546447754
82,0,0,0.9999978542327881,9.639282325224485e-06,normal,0.0,0.0,9.99999993922529e-09,0.23127667605876923,0.5113305449485779,0.2573927640914917
83,0,0,0.9999954700469971,1.8811490008374676e-05,normal,0.0,0.0,0.08362287282943726,0.1996077001094818,0.4767424464225769,0.24002696573734283
84,0,0,0.999996542930603,1.4901905160513707e-05,normal,0.0,0.0,0.10401637852191925,0.0926063135266304,0.5404600501060486,0.26291728019714355
85,0,0,0.9999955892562866,1.8983433619723655e-05,normal,0.0,0.0,0.1334463357925415,0.1951068639755249,0.4558260440826416,0.2156207412481308
86,0,0,0.999997615814209,1.0509678759262897e-05,normal,0.0,0.0,0.18225155770778656,0.24404463171958923,0.45872458815574646,0.11497921496629715
87,0,0,0.999992847442627,2.8649998057517223e-05,normal,0.0,0.0,0.3158527612686157,0.21241889894008636,0.2504705786705017,0.22125771641731262
88,0,0,0.9999967813491821,1.3719109119847417e-05,normal,0.0,0.0,0.3837260603904724,0.22902055084705353,0.2153743952512741,0.17187897861003876
89,0,0,0.9999969005584717,1.3343650607566815e-05,normal,0.0,0.0,0.19404546916484833,0.24099907279014587,0.2566412389278412,0.3083142638206482
90,0,0,0.9999971389770508,1.2992315532756038e-05,normal,0.0,0.0,0.18398867547512054,0.4861527383327484,0.1714041531085968,0.15845444798469543
91,0,0,0.9999970197677612,1.3037071767030284e-05,normal,0.0,0.0,0.11299709230661392,0.16572828590869904,0.5165536999702454,0.20472091436386108
92,0,0,0.9999982118606567,8.313118996738922e-06,normal,0.0,0.0,0.1789213865995407,0.14587704837322235,0.27415087819099426,0.4010506868362427
93,0,0,0.9999978542327881,9.074413355847355e-06,normal,0.0,0.0,0.22308698296546936,0.3576589822769165,0.1077612042427063,0.31149283051490784
94,0,0,0.9999969005584717,1.3438404494081624e-05,normal,0.0,0.0,0.3713042736053467,0.1733415126800537,0.17381396889686584,0.28154024481773376
95,0,0,0.9999974966049194,1.125303879234707e-05,normal,0.0,0.0,0.133197620511055,0.2333107590675354,0.43567973375320435,0.19781193137168884
96,0,0,0.9999940395355225,2.418461735942401e-05,normal,0.0,0.0,0.1839340776205063,0.1341700702905655,0.0651838481426239,0.6167119741439819
97,0,0,0.999996542930603,1.4523096069751773e-05,normal,0.0,0.0,0.017713524401187897,0.06463956832885742,0.38790589570999146,0.5297410488128662
98,0,0,0.999997615814209,1.04689488580334e-05,normal,0.0,0.0,0.247414693236351,0.5564295649528503,0.10093970596790314,0.09521608054637909
99,0,0,0.9999985694885254,6.403161023627035e-06,normal,0.0,0.0,0.4596221148967743,0.039916619658470154,0.2767846882343292,0.2236766219139099
100,1,1,0.9999815225601196,7.056690083118156e-05,normal,0.0,0.0,0.1257103830575943,0.5834911465644836,0.23197656869888306,0.058821890503168106
101,1,1,0.9998403787612915,0.00045641144970431924,normal,0.0,0.0,0.5129095315933228,0.4647311270236969,0.004873333964496851,0.017486028373241425
102,1,1,0.9999653100967407,0.00012135016731917858,normal,0.0,0.0,0.19818070530891418,0.5112944841384888,0.22781024873256683,0.06271454691886902
103,1,1,0.9999537467956543,0.000152949447510764,normal,0.0,0.0,0.9792411923408508,0.01596684567630291,0.002551166107878089,0.0022408165968954563
104,1,1,0.9232216477394104,0.07631657272577286,normal,0.0,0.0,0.40172672271728516,0.03413095697760582,0.0031623125541955233,0.5609800219535828
105,1,1,0.9999862909317017,5.343414159142412e-05,normal,0.0,0.0,0.14190341532230377,0.8140959143638611,0.016988549381494522,0.02701210044324398
106,1,1,0.9999920129776001,3.220005601178855e-05,normal,0.0,0.0,0.7233551144599915,0.12023583054542542,0.06479430943727493,0.09161479771137238
107,1,1,0.9999642372131348,0.00013276950630825013,normal,0.0,0.0,0.18529176712036133,0.7711833715438843,0.02863549068570137,0.014889351092278957
108,1,1,0.9999905824661255,3.7011159292887896e-05,normal,0.0,0.0,0.15990221500396729,0.18604104220867157,0.5262300968170166,0.12782666087150574
109,1,1,0.999974250793457,9.327003499493003e-05,normal,0.0,0.0,0.7144502401351929,0.15297655761241913,0.011063721962273121,0.12150949239730835
110,1,1,0.9997783303260803,0.0005919705727137625,normal,0.0,0.0,0.0009427090408280492,0.9917949438095093,0.0010267351754009724,0.0062355706468224525
111,1,1,0.9999315738677979,0.0002387220156379044,normal,0.0,0.0,0.8167492151260376,0.025803348049521446,0.1080828607082367,0.04936463013291359
112,1,1,0.9992138147354126,0.001947395852766931,normal,0.0,0.0,0.9938884973526001,0.00028284924337640405,0.0027670515701174736,0.003061598399654031
113,1,1,0.993742048740387,0.010361842811107635,normal,0.0,0.0,0.6577150821685791,0.2520243227481842,0.0036142603494226933,0.08664629608392715
114,1,1,0.9999626874923706,0.00012746412539854646,normal,0.0,0.0,0.833113968372345,0.11260512471199036,0.027193477377295494,0.027087422087788582
115,1,1,0.9999932050704956,2.8777831175830215e-05,normal,0.0,0.0,0.124125175178051,0.6368869543075562,0.1455506831407547,0.09343718737363815
116,1,1,0.9999724626541138,9.943979239324108e-05,normal,0.0,0.0,0.8027690052986145,0.07956275343894958,0.019520927220582962,0.09814726561307907
117,1,1,0.9996386766433716,0.0010146037675440311,normal,0.0,0.0,0.010560738854110241,0.9336303472518921,0.04202978312969208,0.013779141940176487
118,1,1,0.9090292453765869,0.0829341858625412,normal,0.0,0.0,0.19744756817817688,0.7228013873100281,0.00011483281559776515,0.07963613420724869
119,1,1,0.9989515542984009,0.002734674606472254,normal,0.0,0.0,0.1492920070886612,0.6637125015258789,0.020578227937221527,0.16641727089881897
120,1,6,0.9493076205253601,0.06732126325368881,normal,0.0,0.0,0.027046283707022667,0.2071574330329895,0.07625503838062286,0.689541220664978
121,1,1,0.9999288320541382,0.0002241147740278393,normal,0.0,0.0,0.5816109776496887,0.05509811267256737,0.328754186630249,0.0345366932451725
122,1,1,0.9812335968017578,0.025570018216967583,normal,0.0,0.0,0.8378763198852539,0.0038771256804466248,0.1522713303565979,0.0059753055684268475
123,1,1,0.9999349117279053,0.00021383150306064636,normal,0.0,0.0,0.05151015892624855,0.8916978240013123,0.03690829500555992,0.019883714616298676
124,1,1,0.999993085861206,2.8278866011532955e-05,normal,0.0,0.0,0.2591429352760315,0.42666879296302795,0.2615080773830414,0.05268020182847977
125,1,1,0.9973211884498596,0.005123036913573742,normal,0.0,0.0,0.3059788942337036,0.18573135137557983,0.06266919523477554,0.4456205368041992
126,1,1,0.9995203018188477,0.0011977488175034523,normal,0.0,0.0,0.00014522744459100068,0.9978276491165161,6.05182685831096e-05,0.0019665956497192383
127,1,1,0.998894989490509,0.0025665047578513622,normal,0.0,0.0,0.16971424221992493,0.5101191997528076,0.2182711958885193,0.10189542174339294
128,1,1,0.9999932050704956,2.8241889594937675e-05,normal,0.0,0.0,0.3646688163280487,0.5860128402709961,0.01510208286345005,0.03421621769666672
129,1,1,0.9993674159049988,0.0015412610955536366,normal,0.0,0.0,0.4368634819984436,0.5018729567527771,0.05099751800298691,0.010266022756695747
130,1,1,0.9996114373207092,0.001002839650027454,normal,0.0,0.0,0.0003744269779417664,0.9654746651649475,0.034088701009750366,6.222373485798016e-05
131,1,1,0.9869149327278137,0.02240903489291668,normal,0.0,0.0,0.011714917607605457,0.4234328269958496,0.14775165915489197,0.41710060834884644
132,1,1,0.9798697233200073,0.028126733377575874,normal,0.0,0.0,0.03622640296816826,0.12700296938419342,0.6732681393623352,0.1635025292634964
133,1,1,0.9999867677688599,5.170901567908004e-05,normal,0.0,0.0,0.0819098949432373,0.8147038221359253,0.06352855265140533,0.03985767811536789
134,1,1,0.9999266862869263,0.0002417892828816548,normal,0.0,0.0,0.5267162919044495,0.34227651357650757,0.0665527954697609,0.06445443630218506
135,1,1,0.999975323677063,9.199576015817001e-05,normal,0.0,0.0,0.43396681547164917,0.2286330908536911,0.3028146028518677,0.03458549082279205
136,1,1,0.9999370574951172,0.00019378788419999182,normal,0.0,0.0,0.6904264688491821,0.03051833063364029,0.03527597337961197,0.24377919733524323
137,1,1,0.9999825954437256,6.299791130004451e-05,normal,0.0,0.0,0.7151308655738831,0.15243877470493317,0.10314082354307175,0.02928953617811203
138,1,1,0.9996510744094849,0.000894903379958123,normal,0.0,0.0,0.009444603696465492,0.9581864476203918,0.0038082210812717676,0.028560683131217957
139,1,1,0.9999476671218872,0.0001712790399324149,normal,0.0,0.0,0.0631023645401001,0.8314903378486633,0.002372012473642826,0.10303530097007751
140,1,1,0.9980276226997375,0.004350312519818544,normal,0.0,0.0,0.0052169011905789375,0.947663426399231,0.04700176790356636,0.00011792989971581846
141,1,1,0.9999430179595947,0.00018822339188773185,normal,0.0,0.0,0.2764292061328888,0.07309159636497498,0.5938910841941833,0.056588124483823776
142,1,1,0.9998701810836792,0.0003663139941636473,normal,0.0,0.0,0.0425509475171566,0.9030981659889221,0.003033615415915847,0.05131730064749718
143,1,1,0.9998887777328491,0.0003479198203422129,normal,0.0,0.0,0.5402064919471741,0.21570263803005219,0.1918090581893921,0.05228179693222046
144,1,1,0.9999827146530151,6.366961315507069e-05,normal,0.0,0.0,0.021028639748692513,0.9145763516426086,0.05428827926516533,0.010106625966727734
145,1,1,0.9958775043487549,0.00744201336055994,normal,0.0,0.0,0.29431214928627014,0.42661553621292114,0.031240029260516167,0.24783222377300262
146,1,1,0.9999262094497681,0.00022978881315793842,normal,0.0,0.0,0.20525653660297394,0.7033923268318176,0.08390719443559647,0.00744396960362792
147,1,1,0.9743748903274536,0.036463771015405655,normal,0.0,0.0,0.24028122425079346,0.12266602367162704,0.2575114667415619,0.3795412480831146
148,1,1,0.9999780654907227,7.603537233080715e-05,normal,0.0,0.0,0.7471873164176941,0.20497213304042816,0.04234396293759346,0.005496562458574772
149,1,1,0.9999911785125732,3.6891338822897524e-05,normal,0.0,0.0,0.1578461229801178,0.7833775281906128,0.02444649115204811,0.03432994708418846
150,2,2,0.9999982118606567,7.464547707058955e-06,normal,0.0,0.0,3.868196654366329e-05,0.9994980096817017,3.379985719220713e-05,0.0004295445396564901
151,2,2,0.9999890327453613,3.93142800021451e-05,normal,0.0,0.0,0.33814725279808044,0.39764708280563354,0.08534111082553864,0.1788645088672638
152,2,2,0.999993085861206,2.908005626522936e-05,normal,0.0,0.0,0.027268273755908012,0.04430506378412247,0.014975637197494507,0.9134510159492493
153,2,2,0.9998421669006348,0.00044367960072122514,normal,0.0,0.0,0.05419287830591202,0.9089683294296265,0.023406395688652992,0.01343233697116375
154,2,2,0.9999707937240601,9.905015758704394e-05,normal,0.0,0.0,0.003316263435408473,0.9566278457641602,0.0052193449810147285,0.03483650088310242
155,2,2,0.9999991655349731,4.074113803653745e-06,normal,0.0,0.0,0.0070694321766495705,0.9837819933891296,0.002993987174704671,0.006154537200927734
156,2,2,0.9999973773956299,1.1503349014674313e-05,normal,0.0,0.0,0.025509247556328773,0.08544520288705826,0.708945095539093,0.1801004856824875
157,2,2,0.9999964237213135,1.547461397422012e-05,normal,0.0,0.0,0.025793660432100296,0.6601974368095398,0.034419260919094086,0.27958962321281433
158,2,2,0.9999995231628418,2.2417580112232827e-06,normal,0.0,0.0,0.18052534759044647,0.803207516670227,9.99999993922529e-09,0.016267139464616776
159,2,2,0.999992847442627,2.6368814360466786e-05,normal,0.0,0.0,0.6421371698379517,0.02652731165289879,0.2671523988246918,0.06418313831090927
160,2,2,0.9999980926513672,8.720554433239158e-06,normal,0.0,0.0,0.22092562913894653,0.46226635575294495,0.10810963809490204,0.20869840681552887
161,2,2,0.9999911785125732,3.482518150121905e-05,normal,0.0,0.0,0.031798526644706726,0.852557361125946,0.046516451984643936,0.069127656519413
162,2,2,0.999997615814209,1.0547344572842121e-05,normal,0.0,0.0,0.15097670257091522,0.32722896337509155,0.10104011744260788,0.42075419425964355
163,2,2,0.9999814033508301,7.016833842499182e-05,normal,0.0,0.0,0.3507842421531677,0.6054816842079163,0.004679790232330561,0.0390542671084404
164,2,2,0.9999985694885254,6.47802426101407e-06,normal,0.0,0.0,0.047318197786808014,0.15100280940532684,0.27240878343582153,0.5292702317237854
165,2,2,0.9999954700469971,1.91419712791685e-05,normal,0.0,0.0,0.14037907123565674,0.183493971824646,0.05057959631085396,0.6255473494529724
166,2,2,0.9999992847442627,3.3171802442666376e-06,normal,0.0,0.0,0.04310419782996178,0.9072176814079285,0.0056528449058532715,0.0440252423286438
167,2,2,0.9999997615814209,1.6353175169570022e-06,normal,0.0,0.0,0.010009651072323322,0.5042110681533813,0.016218824312090874,0.4695603847503662
168,2,2,0.9999985694885254,6.8034596552024595e-06,normal,0.0,0.0,0.016746627166867256,0.9546663761138916,0.01352546364068985,0.015061464160680771
169,2,2,0.9999997615814209,1.4652694062533556e-06,normal,0.0,0.0,0.1259315013885498,0.42502444982528687,0.3302169442176819,0.11882709711790085
170,2,2,0.9999939203262329,2.343157939321827e-05,normal,0.0,0.0,0.07811000198125839,0.8910613059997559,0.01410924643278122,0.016719471663236618
171,2,2,0.9981499910354614,0.0037807608023285866,normal,0.0,0.0,0.6956942081451416,0.09720434993505478,0.06854144483804703,0.13856002688407898
172,2,2,0.9999996423721313,2.1324233330233255e-06,normal,0.0,0.0,0.058348748832941055,0.9112786054611206,0.014496332965791225,0.015876226127147675
173,2,2,0.9999977350234985,1.042114854499232e-05,normal,0.0,0.0,0.19115906953811646,0.5977375507354736,0.1293182224035263,0.08178511261940002
174,2,2,0.9999988079071045,5.436222181742778e-06,normal,0.0,0.0,0.009642641991376877,0.09833310544490814,0.8654290437698364,0.02659527026116848
175,2,2,0.9999996423721313,1.892828208838182e-06,normal,0.0,0.0,0.023369379341602325,0.46338850259780884,0.09668567031621933,0.41655653715133667
176,2,2,0.9999732971191406,9.166391100734472e-05,normal,0.0,0.0,0.029431963339447975,0.7799859642982483,0.056280042976140976,0.13430200517177582
177,2,2,0.9999923706054688,2.7820591640193015e-05,normal,0.0,0.0,0.8351835012435913,0.11531347781419754,0.0019307394977658987,0.04757228121161461
178,2,2,0.9999972581863403,1.1915970389964059e-05,normal,0.0,0.0,0.07611464709043503,0.018514661118388176,0.03106680139899254,0.8743038773536682
179,2,2,0.9999995231628418,2.242417394882068e-06,normal,0.0,0.0,0.532566487789154,0.21187275648117065,9.99999993922529e-09,0.2555607259273529
180,2,2,0.9987084865570068,0.002913774223998189,normal,0.0,0.0,0.0017858142964541912,0.9655572772026062,0.0010590307647362351,0.03159786015748978
181,2,2,0.9999855756759644,5.499176768353209e-05,normal,0.0,0.0,0.014437268488109112,0.018878012895584106,0.0824320837855339,0.884252667427063
182,2,2,0.9999996423721313,1.7297553540629451e-06,normal,0.0,0.0,0.024558115750551224,0.9437227845191956,0.012827036902308464,0.018892044201493263
183,2,2,0.9999961853027344,1.624010292289313e-05,normal,0.0,0.0,0.09035258740186691,0.0723363608121872,0.08944841474294662,0.7478626370429993
184,2,2,0.9999985694885254,6.426421805372229e-06,normal,0.0,0.0,0.06778305023908615,0.3963967263698578,0.10857689380645752,0.42724326252937317
185,2,2,0.9999966621398926,1.3962970115244389e-05,normal,0.0,0.0,0.0014599045971408486,0.9766769409179688,0.0003630099236033857,0.021500052884221077
186,2,2,0.9999994039535522,3.442346496740356e-06,normal,0.0,0.0,0.28924980759620667,0.08366134017705917,0.09169524163007736,0.5353936553001404
187,2,2,0.9999998807907104,1.3041300235272502e-06,normal,0.0,0.0,0.3715645968914032,0.3006133437156677,0.10831601917743683,0.21950602531433105
188,2,2,0.9999920129776001,3.0900209821993485e-05,normal,0.0,0.0,0.0018434394150972366,0.9331197142601013,0.04109929874539375,0.023937586694955826
189,2,2,0.9999997615814209,1.8787976614476065e-06,normal,0.0,0.0,0.22105412185192108,0.35334479808807373,0.14840123057365417,0.27719977498054504
