t,sample_id,label,u,c_comm,proxy_acc,cost,G,Y_bw,Q_net,active_views,active_token_ratio_sum,network_state,bandwidth_mbps,effective_bandwidth_mbps,B_t,is_disconnected,comm_delay_ms,e2e_delay_ms,deadline_met,transmission_success,business_available,real_pred,real_conf,real_correct,traj_pred,traj_correct,w_1,w_2,w_3,w_4,v_1,v_2,v_3,v_4,k_1,k_2,k_3,k_4
10,10,0,0,0.0,0.999994158744812,0.4814042414050488,18.63280376808472,3.2,0.0,3,0.5006265552653637,JITTER,95.80877400853738,95.12944004132314,2.3782360010330783,0,0.0,80.0,1,1,1,0,0.999994158744812,1,0,1,0.022156888619065285,0.057363223284482956,0.14999207854270935,0.7704877853393555,0,1,1,1,0.0,0.1,0.1,0.30062655526536364
11,11,0,0,0.0,0.9999972581863403,0.23097273186582065,12.641347102417907,0.20000000000000018,0.0,3,0.3467682142763877,JITTER,117.06980243949033,114.97865217493582,2.874466304373396,0,0.0,80.0,1,1,1,0,0.9999972581863403,1,0,1,0.13841108977794647,0.2686178386211395,0.3052220046520233,0.2877490520477295,0,1,1,1,0.0,0.10164312788998003,0.12912074654017602,0.11600433984623165
12,12,0,1,6.2,0.9999881982803345,0.37376787656984123,16.04337869178503,0.0,0.0,3,0.4411232140902227,JITTER,97.83834970737618,97.45748710806792,2.4364371777016984,0,0.0,80.0,1,1,1,0,0.9999881982803345,1,0,1,0.03730703145265579,0.04615334793925285,0.5780738592147827,0.33846578001976013,0,1,1,1,0.0,0.1,0.24112321409022272,0.1
13,13,0,0,0.0,0.9999575614929199,0.26429673016415994,12.602989172483063,3.2,0.0,3,0.370940985586214,JITTER,66.67210037270343,66.61369059131805,1.6653422647829512,0,0.0,80.0,1,1,1,0,0.9999575614929199,1,0,1,0.16553767025470734,0.1633681356906891,0.29474401473999023,0.37635013461112976,1,0,1,1,0.1,0.0,0.10683690497302192,0.16410408061319207
14,14,0,0,0.0,0.9998179078102112,0.22787538195284543,11.980113485949161,0.20000000000000018,0.0,3,0.3444352816433831,JITTER,35.42894920675478,34.9449550733517,0.8736238768337925,0,0.0,80.0,1,1,1,0,0.9998179078102112,1,0,1,0.22692342102527618,0.29101839661598206,0.18500758707523346,0.2970506250858307,1,1,0,1,0.1,0.11993820162323143,0.0,0.12449708002015167
15,15,0,1,6.2,0.9999935626983643,0.36284025071274806,15.875094257469103,0.0,0.0,3,0.4346269534527415,JITTER,94.47621559078172,92.64808242942905,2.3162020607357263,0,0.0,80.0,1,1,1,0,0.9999935626983643,1,0,1,0.13204190135002136,0.034800510853528976,0.5587142109870911,0.2744434177875519,1,0,1,1,0.1,0.0,0.23462695345274145,0.1
16,16,0,0,0.0,0.9999879598617554,0.31865600580554837,14.894621246298122,3.2,0.0,3,0.4073052242643216,JITTER,52.58253581381519,52.19294159861211,1.3048235399653028,0,0.0,80.0,1,1,1,0,0.9999879598617554,1,0,1,0.052351247519254684,0.18208850920200348,0.48084163665771484,0.2847185730934143,0,1,1,1,0.0,0.1,0.2073052242643216,0.1
17,17,0,0,0.0,0.9999595880508423,0.2968877233609641,13.405981586505323,0.20000000000000018,0.0,3,0.39314707255499315,JITTER,66.95558112758079,66.70185782849036,1.667546445712259,0,0.0,80.0,1,1,1,0,0.9999595880508423,1,0,1,0.1350162774324417,0.3493669033050537,0.39543992280960083,0.12017683684825897,1,1,1,0,0.1,0.131320739246244,0.16182633330874915,0.0
18,18,0,1,6.2,0.9999511241912842,0.45560951179695686,17.966707577202826,0.0,0.0,3,0.4870295558955159,JITTER,32.99215053354716,32.67825996283524,0.8169564990708811,0,0.0,80.0,1,1,1,0,0.9999511241912842,1,0,1,0.20432515442371368,0.7241217494010925,0.046658437699079514,0.02489466220140457,1,1,1,0,0.1,0.28702955589551593,0.1,0.0
19,19,0,0,0.0,0.9999809265136719,0.3574260372886847,15.413722566020127,3.2,0.14702412019554378,3,0.4313720671447403,JITTER,42.69093490508841,42.119035192178245,1.0529758798044562,0,0.0,80.0,1,1,1,0,0.9999809265136719,1,0,1,0.07067348062992096,0.34989500045776367,0.5306729674339294,0.04875859618186951,1,1,1,0,0.1,0.11114148646810626,0.22023058067663406,0.0
20,20,0,0,0.0,0.9999949932098389,0.26220537420279677,13.403398528203104,0.20000000000000018,0.0,3,0.3694704596519076,JITTER,63.715191887233075,62.654106866390265,1.5663526716597567,0,0.0,80.0,1,1,1,0,0.9999949932098389,1,0,1,0.30354899168014526,0.10115420073270798,0.23249927163124084,0.3627975285053253,1,0,1,1,0.11386362850861059,0.0,0.1,0.15560683114329701
21,21,0,1,6.2,0.9999674558639526,0.3445864061716964,14.874077831577527,0.0,0.0,3,0.42355322883560703,JITTER,90.0265102002249,89.4640846276931,2.2366021156923277,0,0.0,80.0,1,1,1,0,0.9999674558639526,1,0,1,0.07987160235643387,0.0682433620095253,0.5005629658699036,0.3513220548629761,1,0,1,1,0.1,0.0,0.20763700574433727,0.11591622309126975
22,22,0,0,0.0,0.9997712969779968,0.49455299075347076,18.86077714622351,3.2,0.0,3,0.5074173849173718,JITTER,103.2259801395201,101.56452834784093,2.5391132086960235,0,0.0,80.0,1,1,1,0,0.9997712969779968,1,0,1,0.042098697274923325,0.1339723765850067,0.029752513393759727,0.7941765189170837,1,1,0,1,0.1,0.1,0.0,0.3074173849173717
23,23,0,0,0.0,0.9999892711639404,0.27168222135503634,13.16297943864701,0.20000000000000018,0.0,3,0.3760880517861359,JITTER,58.74783790301745,58.40906484876588,1.460226621219147,0,0.0,80.0,1,1,1,0,0.9999892711639404,1,0,1,0.39732593297958374,0.2905164957046509,0.13188780844211578,0.18026982247829437,1,1,0,1,0.1750079399989977,0.10108011178713827,0.0,0.1
24,24,0,1,6.2,0.9999953508377075,0.27035291822751745,12.730186949388912,0.0,0.0,3,0.37516685044719456,JITTER,88.24955039749754,88.00288852058843,2.200072213014711,0,0.0,80.0,1,1,1,0,0.9999953508377075,1,0,1,0.26788437366485596,0.16276255249977112,0.17277134954929352,0.3965817391872406,1,0,1,1,0.1,0.0,0.1,0.17516685044719452
25,25,0,0,0.0,0.9999949932098389,0.3365027945653817,15.901312276638404,3.2,0.20037670541534225,3,0.41855570334680015,JITTER,39.99082024751083,39.98493178338631,0.9996232945846577,0,0.0,80.0,1,1,1,0,0.9999949932098389,1,0,1,9.99999993922529e-09,0.22612760961055756,0.5122132301330566,0.26165926456451416,0,1,1,1,0.0,0.1,0.21855570334680016,0.1
26,26,0,0,0.0,0.9999881982803345,0.30357152574915097,13.649219919565123,0.20000000000000018,0.0,3,0.39754788121924,JITTER,98.69243775021384,97.38012271466613,2.4345030678666535,0,0.0,80.0,1,1,1,0,0.9999881982803345,1,0,1,0.3815212547779083,0.13490307331085205,0.378343790769577,0.10523181408643723,1,1,1,0,0.14981421775768686,0.1,0.14773366346155317,0.0
27,27,0,1,6.2,0.9999872446060181,0.27210814712808423,12.927248445393872,0.0,0.0,3,0.37638273956586965,JITTER,90.51653786263351,89.10316008469437,2.227579002117359,0,0.0,80.0,1,1,1,0,0.9999872446060181,1,0,1,0.37106674909591675,0.1710825264453888,0.3177407383918762,0.14011000096797943,1,1,1,0,0.15663163903868962,0.1,0.11975110052718002,0.0
28,28,0,0,0.0,0.9999971389770508,0.3407583306959665,14.474943785855437,3.2,0.0,3,0.4211939918212726,JITTER,65.891577553834,65.1420724614102,1.6285518115352549,0,0.0,80.0,1,1,1,0,0.9999971389770508,1,0,1,0.427550345659256,0.4157721996307373,0.07488615810871124,0.08179133385419846,1,1,0,1,0.16423658729778853,0.15695740452348408,0.0,0.1
29,29,0,0,0.0,0.999890923500061,0.24360760268358042,12.590271281057486,0.20000000000000018,0.0,3,0.35612654424548734,JITTER,33.979699812765745,33.901865862400015,0.8475466465600004,0,0.0,80.0,1,1,1,0,0.999890923500061,1,0,1,0.22441884875297546,0.34305012226104736,0.1515563577413559,0.2809746563434601,1,1,0,1,0.1,0.15075008578961133,0.0,0.10537645845587601
30,30,0,1,6.2,0.6721455454826355,0.35361414744273195,15.462894704664482,0.0,0.0,3,0.4290656452181435,JITTER,86.84029617904716,86.02209349764125,2.1505523374410314,0,0.0,80.0,1,1,0,0,0.6721455454826355,1,0,1,0.10838605463504791,0.01955569162964821,0.47392329573631287,0.39813485741615295,1,0,1,1,0.1,0.0,0.18752272235083847,0.14154292286730505
31,31,0,0,0.0,0.9999943971633911,0.4471559250275792,17.79576326687931,3.2,0.0,3,0.48249011629434446,JITTER,76.52361064811888,75.35280115389568,1.883820028847392,0,0.0,80.0,1,1,1,0,0.9999943971633911,1,0,1,0.13321922719478607,0.7089584469795227,0.1349497139453888,0.022872596979141235,1,1,1,0,0.1,0.2824901162943445,0.1,0.0
32,32,0,0,0.0,0.9999616146087646,0.3277355588075706,15.083690780465272,0.20000000000000018,0.0,3,0.41306719792277913,JITTER,83.47183200005908,82.54766626545073,2.0636916566362684,0,0.0,80.0,1,1,1,0,0.9999616146087646,1,0,1,0.41164666414260864,0.16571760177612305,0.02012729085981846,0.40250834822654724,1,1,0,1,0.15941300771620595,0.1,0.0,0.1536541902065732
33,33,0,1,6.2,0.9999769926071167,0.24360846508023956,12.825534429271189,0.0,0.0,3,0.35612717460773125,JITTER,75.92071607454136,75.45919389262455,1.886479847315614,0,0.0,80.0,1,1,1,0,0.9999769926071167,1,0,1,0.13046906888484955,0.3205414414405823,0.30348530411720276,0.24550418555736542,0,1,1,1,0.0,0.13429710836880063,0.12183006623893064,0.1
34,34,0,0,0.0,0.9999909400939941,0.28377677461106404,12.9848362620131,3.2,0.6279955216851903,3,0.3843681120890923,JITTER,23.08178345679394,22.880179132592385,0.5720044783148096,0,0.0,80.0,1,1,1,0,0.9999909400939941,1,0,1,0.16289092600345612,0.4198946952819824,0.15567122399806976,0.2615431249141693,1,1,0,1,0.1,0.18436811208909223,0.0,0.1
35,35,0,0,0.0,0.9997968077659607,0.49310937686432565,18.997715870171113,0.20000000000000018,0.0,3,0.5066762609756231,JITTER,41.45846728195292,41.11972785376095,1.0279931963440239,0,0.0,80.0,1,1,1,0,0.9997968077659607,1,0,1,0.7915740013122559,0.02914809249341488,0.017140643671154976,0.16213728487491608,1,1,0,1,0.30667626097562317,0.1,0.0,0.1
36,36,0,1,6.2,0.9999499320983887,0.23183446045698622,12.403337890904282,0.0,0.0,3,0.34741448512952733,JITTER,105.34030732681661,104.84744218007796,2.6211860545019494,0,0.0,80.0,1,1,1,0,0.9999499320983887,1,0,1,0.15595486760139465,0.29424068331718445,0.24691343307495117,0.30289098620414734,0,1,1,1,0.0,0.12046652447030434,0.1,0.12694796065922298
37,37,0,0,0.0,0.9997499585151672,0.2577535678472126,13.029322844387343,3.2,0.557877257316156,3,0.3663205387543711,JITTER,25.8302741689066,25.684909707353757,0.642122742683844,0,0.0,80.0,1,1,1,0,0.9997499585151672,1,0,1,0.12809018790721893,0.3651636838912964,0.21567700803279877,0.2910691499710083,0,1,1,1,0.0,0.15948614122750557,0.1,0.10683439752686552
38,38,0,0,0.0,0.9999514818191528,0.410648607714226,17.06461732963318,0.20000000000000018,0.0,3,0.4623747439572748,JITTER,49.35937577666836,48.70594005700461,1.2176485014251153,0,0.0,80.0,1,1,1,0,0.9999514818191528,1,0,1,0.017071044072508812,0.11366135627031326,0.22559620440006256,0.6436713337898254,0,1,1,1,0.0,0.1,0.1,0.2623747439572748
39,39,0,1,6.2,0.9999957084655762,0.31614112124242266,13.776408792629901,0.0,0.0,3,0.4056947812587929,JITTER,75.70321523412784,74.51634293721523,1.8629085734303807,0,0.0,80.0,1,1,1,0,0.9999957084655762,1,0,1,0.13030526041984558,0.4764305353164673,0.22857573628425598,0.16468849778175354,0,1,1,1,0.0,0.2056947812587929,0.1,0.1
40,40,0,0,0.0,0.9999920129776001,0.28521804496223346,13.021287073744787,3.2,0.0,3,0.38534295710023314,JITTER,86.43135403273875,85.72886269883115,2.143221567470779,0,0.0,80.0,1,1,1,0,0.9999920129776001,1,0,1,0.2569795250892639,0.16629008948802948,0.15432772040367126,0.4224027395248413,1,1,0,1,0.1,0.1,0.0,0.1853429571002331
41,41,0,0,0.0,0.9999936819076538,0.4111345016119428,16.46772269220228,0.20000000000000018,0.0,3,0.462648212128981,JITTER,101.40203846660347,101.06341057765623,2.526585264441406,0,0.0,80.0,1,1,1,0,0.9999936819076538,1,0,1,9.99999993922529e-09,9.99999993922529e-09,0.509666919708252,0.49033302068710327,0,1,1,1,0.0,0.1,0.18676319824755147,0.17588501388142955
42,42,0,1,6.2,0.9999719858169556,0.27706686248597606,13.857962785731694,0.0,0.0,3,0.379796728830173,JITTER,22.271207313386046,22.23109782187682,0.5557774455469205,0,0.0,80.0,1,1,1,0,0.9999719858169556,1,0,1,0.22622519731521606,0.07373833656311035,0.3644370436668396,0.3355993926525116,1,0,1,1,0.1,0.0,0.1497808576011331,0.13001587122903988
43,43,0,0,0.0,0.9998273849487305,0.34788041107993384,14.521057601420608,3.2,0.0,3,0.42557285001084666,JITTER,92.23593505964503,91.38390149534511,2.284597537383628,0,0.0,80.0,1,1,1,0,0.9998273849487305,1,0,1,0.11334492266178131,0.23262333869934082,0.5322727560997009,0.12175892293453217,0,1,1,1,0.0,0.1,0.22557285001084662,0.1
44,44,0,0,0.0,0.9999971389770508,0.3202421218994748,15.203172931154661,0.20000000000000018,0.0,3,0.40831765058518066,JITTER,36.12717790336018,35.76515122880601,0.8941287807201503,0,0.0,80.0,1,1,1,0,0.9999971389770508,1,0,1,0.031822945922613144,0.4836249351501465,0.3112174868583679,0.17333459854125977,0,1,1,1,0.0,0.20831765058518067,0.1,0.1
45,45,0,1,6.2,0.9999961853027344,0.2297639940672426,12.076201684410847,0.0,0.0,3,0.34585966185624206,JITTER,35.23121027131684,34.74056608030552,0.868514152007638,0,0.0,80.0,1,1,1,0,0.9999961853027344,1,0,1,0.326662540435791,0.23145824670791626,0.18323734402656555,0.2586418390274048,1,1,0,1,0.14585966185624202,0.1,0.0,0.1
46,46,0,0,0.0,0.999993085861206,0.3589541709158845,14.64484493678996,3.2,0.0,3,0.43229322427659955,JITTER,64.61562755740307,64.12322904466477,1.6030807261166193,0,0.0,80.0,1,1,1,0,0.999993085861206,1,0,1,0.5518385767936707,0.17139483988285065,0.11846340447664261,0.15830320119857788,1,1,0,1,0.23229322427659957,0.1,0.0,0.1
47,47,0,0,0.0,0.9999896287918091,0.5652107678910616,21.070512220830242,0.20000000000000018,0.0,3,0.5424555288466245,JITTER,50.15120891478765,49.51902023473046,1.2379755058682615,0,0.0,80.0,1,1,1,0,0.9999896287918091,1,0,1,0.019029462710022926,0.922031819820404,0.04953110218048096,0.009407599456608295,1,1,1,0,0.1,0.34245552884662456,0.1,0.0
48,48,0,1,6.2,0.9999959468841553,0.3802031679373786,15.84652679779765,0.0,0.0,3,0.4449044934559111,JITTER,56.18126105533904,56.0827753953675,1.4020693848841876,0,0.0,80.0,1,1,1,0,0.9999959468841553,1,0,1,0.4277138113975525,0.05190425366163254,0.5036070346832275,0.01677488349378109,1,1,1,0,0.15025014604200668,0.1,0.1946543474139044,0.0
49,49,0,0,0.0,0.9999909400939941,0.3690122633669908,15.91650030023612,3.2,0.4202797014268459,3,0.43830792798794316,JITTER,31.80059021205153,31.18881194292616,0.7797202985731541,0,0.0,80.0,1,1,1,0,0.9999909400939941,1,0,1,0.0400041788816452,0.1698513776063919,0.5696441531181335,0.22050023078918457,0,1,1,1,0.0,0.1,0.23830792798794312,0.1
50,50,0,0,0.0,0.9999980926513672,0.5001502109376029,19.03725246912741,0.20000000000000018,0.0,3,0.5102807141110379,JITTER,110.8580690707607,109.30670543537478,2.73266763588437,0,0.0,80.0,1,1,1,0,0.9999980926513672,1,0,1,0.027437681332230568,0.8042709827423096,0.13850711286067963,0.02978425659239292,0,1,1,1,0.0,0.31028071411103797,0.1,0.1
51,51,0,1,6.2,0.9999313354492188,0.3730447670205276,15.425393958527025,0.0,0.0,3,0.4406962982733251,JITTER,46.58699614595196,45.68397582282704,1.142099395570676,0,0.0,80.0,1,1,1,0,0.9999313354492188,1,0,1,0.08089865744113922,0.22472795844078064,0.5767916440963745,0.11758173257112503,0,1,1,1,0.0,0.1,0.2406962982733251,0.1
52,52,0,0,0.0,0.9999961853027344,0.3967663363379196,16.5066168851255,3.2,0.0,3,0.45449209626279263,JITTER,97.87509039657947,96.47177655521232,2.4117944138803082,0,0.0,80.0,1,1,1,0,0.9999961853027344,1,0,1,0.6189349889755249,0.04445328935980797,0.30010488629341125,0.036506835371255875,1,1,1,0,0.2544920962627927,0.1,0.1,0.0
53,53,0,0,0.0,0.9999885559082031,0.4194497905954438,16.30681940142879,0.20000000000000018,0.0,3,0.46730337478283357,JITTER,64.93615021437887,64.58258383528738,1.6145645958821846,0,0.0,80.0,1,1,1,0,0.9999885559082031,1,0,1,0.1586628407239914,0.659380316734314,0.08535410463809967,0.09660268574953079,1,1,0,1,0.1,0.2673033747828336,0.0,0.1
54,54,0,1,6.2,0.99998939037323,0.3073280000000001,11.716383611198907,0.0,0.0,4,0.4,JITTER,29.63909621534993,29.104049829842566,0.7276012457460642,0,0.0,80.0,1,1,1,0,0.99998939037323,1,0,1,0.2643933892250061,0.25111332535743713,0.20382925868034363,0.28066402673721313,1,1,1,1,0.1,0.1,0.1,0.1
55,55,0,0,0.0,0.9999953508377075,0.3080964605706204,13.95838603220012,3.2,0.0,3,0.4004997792550849,JITTER,65.57762898336111,65.31221879023379,1.6328054697558447,0,0.0,80.0,1,1,1,0,0.9999953508377075,1,0,1,0.13917891681194305,0.42006173729896545,0.09077224880456924,0.3499871790409088,1,1,0,1,0.1,0.17302266431454374,0.0,0.12747711494054115
56,56,0,0,0.0,0.9999377727508545,0.24615064351668603,13.321891424689165,0.20000000000000018,0.0,3,0.3579805362094616,JITTER,50.59566241506525,50.009542459577574,1.2502385614894393,0,0.0,80.0,1,1,1,0,0.9999377727508545,1,0,1,0.3265085816383362,0.2944224178791046,0.28393569588661194,0.09513327479362488,1,1,1,0,0.13742313946857304,0.11409144725088505,0.10646594949000351,0.0
57,57,0,1,6.2,0.999995231628418,0.5002394838543747,19.42001676377492,0.0,0.0,3,0.5103262526453988,JITTER,37.677278293923166,37.0317803984772,0.9257945099619301,0,0.0,80.0,1,1,1,0,0.999995231628418,1,0,1,9.99999993922529e-09,0.8044320344924927,0.12235518544912338,0.07321271300315857,0,1,1,1,0.0,0.3103262526453988,0.1,0.1
58,58,0,0,0.0,0.999991774559021,0.34125220060394357,14.286185880293383,3.2,0.0,3,0.42149910501061794,JITTER,95.85195298352102,94.47271439497713,2.3618178598744284,0,0.0,80.0,1,1,1,0,0.999991774559021,1,0,1,0.23310355842113495,0.5205813050270081,0.12218105792999268,0.1241341382265091,1,1,0,1,0.1,0.22149910501061795,0.0,0.1
59,59,0,0,0.0,0.999991774559021,0.3724135863499151,15.809529761786258,0.20000000000000018,0.0,3,0.4403233179121039,JITTER,63.20930397751037,62.41626887351556,1.5604067218378892,0,0.0,80.0,1,1,1,0,0.999991774559021,1,0,1,0.2724388837814331,0.052321065217256546,0.5756725668907166,0.0995674654841423,1,0,1,1,0.1,0.0,0.24032331791210385,0.1
60,60,0,1,6.2,0.9999946355819702,0.2877152821739135,13.65707764719593,0.0,0.0,3,0.3870262229596193,JITTER,78.40979689127356,77.3907100905056,1.9347677522626403,0,0.0,80.0,1,1,1,0,0.9999946355819702,1,0,1,0.11071867495775223,0.28245383501052856,0.4267505705356598,0.1800769567489624,0,1,1,1,0.0,0.1,0.18702622295961932,0.1
61,61,0,0,0.0,0.9999971389770508,0.48691873795473667,18.657385242530005,3.2,0.4948028998620452,3,0.5034857348848907,JITTER,28.44443211398891,28.20788400551819,0.7051971001379548,0,0.0,80.0,1,1,1,0,0.9999971389770508,1,0,1,0.10204922407865524,0.7804183959960938,0.08713440597057343,0.03039800375699997,1,1,1,0,0.1,0.3034857348848907,0.1,0.0
62,62,0,0,0.0,0.9999932050704956,0.2846378100320976,15.111776473941823,0.20000000000000018,0.0,3,0.3849507952460512,JITTER,24.16141738618925,23.922707018815004,0.5980676754703751,0,0.0,80.0,1,1,1,0,0.9999932050704956,1,0,1,9.99999993922529e-09,0.41517913341522217,0.28284168243408203,0.3019791841506958,0,1,1,1,0.0,0.1807489587552221,0.1,0.10420183649082909
63,63,0,1,6.2,0.9999862909317017,0.21881950624680904,11.886193422649502,0.0,0.0,3,0.3375218892795254,JITTER,52.98612123327853,52.83296570943058,1.3208241427357645,0,0.0,80.0,1,1,1,0,0.9999862909317017,1,0,1,0.19183838367462158,0.24281878769397736,0.25736621022224426,0.3079766035079956,0,1,1,1,0.0,0.1,0.1,0.1375218892795254
64,64,0,0,0.0,0.9999910593032837,0.28326526834967797,13.800991471109896,3.2,0.45040723605185917,3,0.3840215450173661,JITTER,30.340296772255165,29.98371055792563,0.7495927639481408,0,0.0,80.0,1,1,1,0,0.9999910593032837,1,0,1,0.08607174456119537,0.19987201690673828,0.3932744860649109,0.32078176736831665,0,1,1,1,0.0,0.1,0.16658029174286756,0.11744125327449853
65,65,0,0,0.0,0.9999922513961792,0.2749233111307185,13.658741947766089,0.20000000000000018,0.0,3,0.37832471135156,JITTER,37.05929685368861,36.3736108318437,0.9093402707960925,0,0.0,80.0,1,1,1,0,0.9999922513961792,1,0,1,0.29462942481040955,0.09766998887062073,0.4005544185638428,0.2071460634469986,1,0,1,1,0.10272124549684966,0.0,0.1756034658547103,0.1
66,66,0,1,6.2,0.9999971389770508,0.35414931364219293,15.892342793505495,0.0,0.0,3,0.4293902004143634,JITTER,78.1061139700395,77.56426092032423,1.939106523008106,0,0.0,80.0,1,1,1,0,0.9999971389770508,1,0,1,0.36784547567367554,0.12674686312675476,0.5054076910018921,9.99999993922529e-09,1,1,1,0,0.12299809209939197,0.1,0.20639210831497143,0.0
67,67,0,0,0.0,0.999977707862854,0.30942315172056084,15.397519901716317,3.2,0.0,3,0.4013611470568693,JITTER,79.09154914814167,79.05547727841541,1.9763869319603853,0,0.0,80.0,1,1,1,0,0.999977707862854,1,0,1,0.0048197186551988125,0.3108729124069214,0.46216028928756714,0.22214707732200623,0,1,1,1,0.0,0.10162083544613554,0.19974031161073383,0.1
68,68,0,0,0.0,0.9999974966049194,0.3390202593256228,13.960425318564319,0.20000000000000018,0.0,3,0.42011844790425823,JITTER,115.85592132414453,114.73836714324811,2.868459178581203,0,0.0,80.0,1,1,1,0,0.9999974966049194,1,0,1,0.14299562573432922,0.5166478157043457,0.16841833293437958,0.17193827033042908,0,1,1,1,0.0,0.2201184479042582,0.1,0.1
69,69,0,1,6.2,0.9999961853027344,0.2234317823796671,11.756191695917357,0.0,0.0,3,0.3410604820031923,JITTER,98.27352272502863,98.11091935448025,2.4527729838620065,0,0.0,80.0,1,1,1,0,0.9999961853027344,1,0,1,0.20134791731834412,0.3074667751789093,0.22076678276062012,0.27041858434677124,0,1,1,1,0.0,0.13466841965279183,0.1,0.10639206235040044
70,70,0,0,0.0,0.9999918937683105,0.3271279297901101,14.780118446756035,3.2,0.0,3,0.4126841023860721,JITTER,68.66583308381604,67.99193699246787,1.6997984248116969,0,0.0,80.0,1,1,1,0,0.9999918937683105,1,0,1,0.2398214340209961,0.07001412659883499,0.19444531202316284,0.49571913480758667,1,0,1,1,0.1,0.0,0.1,0.21268410238607213
71,71,0,0,0.0,0.9998663663864136,0.3789499358383986,15.369710754582165,0.20000000000000018,0.0,3,0.4441706373694766,JITTER,113.78264549749828,112.48159089140864,2.812039772285216,0,0.0,80.0,1,1,1,0,0.9998663663864136,1,0,1,0.09302273392677307,0.22381870448589325,0.587267279624939,0.09589128941297531,0,1,1,1,0.0,0.1,0.2441706373694766,0.1
